song_id;genre;title;artist;lyrics
752;Ποπ;Τώρα;Ρουβάς Σάκης;"Ήρθες απ' το πουθενά Όλα έμοιαζαν χαμένα Και τα άλλαξες Γκρέμισα ναούς και τους έχτισες Ήμουνα νεκρός και μ' ανέστησες Μες στο σώμα μου με κατέκλυσες Τώρα Περιθώρια στενά, είχα πάντοτε αλλά Μόνο μ' ένα σου φιλί, μ' έκανες απ' την αρχή Να παλέψω δίχως φως, να φωτίσει ο ουρανός Δίχως τέλος και αρχή, θα 'σαι κάθε λογική Ήρθες απ' το πουθενά, Όλα έμοιαζαν χαμένα Και τα άλλαξες Γκρέμισα ναούς και τους έχτισες Ήμουνα νεκρός και μ' ανέστησες Μες στο σώμα μου με κατέκλυσες Τώρα Στο σκοτάδι και στο φως, δίχως θύματα γυμνός Ένα άγγιγμα μπορεί να σ' αλλάξει τη ζωή Τώρα ότι κι αν συμβεί ξέρω πως θα είσαι εκεί Με λιακάδα και βροχή ν' απαλύνεις την πληγή ..."
171;Ποπ;My number one;Παπαρίζου Έλενα;"You're my lover, Undercover You're my secret passion and I have no other. You're Delicious So Capricious If I find out you don't want me I'll be vicious. Say you love me and you'll have me In your arms forever and I won't forget it Say you miss me Come and kiss me Take me up to heaven and you won't regret it. You are the one You're my number one The only treasure I'll ever have You are the one You're my number one Anything for you 'cause you're the one I love. You re my lover Undercover You're my secret passion and I have no other. You're a fire and desire When I kiss your lips, you know, you take me higher. You're addiction my conviction You're my passion, my relief, my crucifixion. Never leave me And believe me You will be the sun into my raining season. Never leave me And believe me In my empty life you'll be the only reason."
36486;Παραδοσιακό Θράκης;Γιατί πουλί μ' δεν κελαηδείς;Αηδονίδης Χρόνης;"Γιατί, πουλί, δεν κελαηδείς 'πως κελαηδούσες πρώτα; ’χ, πώς μπορώ να κελαηδώ 'πως κελαηδούσα πρώτα; Μου κόψαν τα φτερούδια μου μου πήραν τη λαλιά μου..."
30899;Νησιώτικο;Κρίνα του γιαλού;Πασπαλά Έλλη;"Μάτια μου σε ψηλό βουνό Θανέβω μήπως και τα δω, όλα τα νησιά, το Θιάκι και τη Τζιά. Μάνα μου απτη Νίσυρο και ως το Τζάντε το χλωρό, βήματα θεού, σαν κρίνα του γιαλού. Αχ, έλα στη Λευκάδα, νύχτα με φεγγαράδα, να πιάσεις το φεγγάρι με συρτή. Αχ, και στη Σαντορίνη, έλα σαν το δελφίνι το αίμα σου να γίνει θαλασσί. Μάτια μου σαν μικρός θεός, απ' το 'να στ' άλλο πέλαγος, έγια μόλα γεια, με μία δρασκελιά. Μάνα μου αχ από τη Νιο και μέχρι το Ιόνιο, βήματα θεού, σαν κρίνα του γιαλού. Αχ, έλα και στη Θάσο, στην Κρήτη και στη Σκιάθο, να λιώσουμε παπούτσια στο χορό. Αχ, και στη Μυτιλήνη, στην Κύπρο στη Λευκίμμη, γαρύφαλλα να στρώσω στο νερό."
1064;Έντεχνο;Εγώ μιλάω για δύναμη;Ζουγανέλη Ελεωνόρα;"Όλα ξέρω γιατί γίνονται και πως λειτουργούν, το μυαλό μου με βοήθησε να καταλαβαίνω, οι ευαίσθητοι αμύνονται στη ζωή και αργούν, κι η λαχτάρα τους συνήθισε να πατάει το φρένο. Μα εγώ μιλάω για δύναμη, της αγάπης ισοδύναμη, και ζητάω προτεραιότητα, φύση, θέση, κι ιδιότητα. Μα εγώ μιλάω για δύναμη, της ελπίδας ισοδύναμη, και γυρνάω στην αθωότητα, την παλιά μου την ταυτότητα. Όλα ξέρω τι σημαίνουν και τι εννοούν, το μυαλό μου με συντόνισε στο καινούργιο μήκος, οι ευαίσθητοι παθαίνουν και παρανοούν, λες κι ο κόσμος το κανόνισε να γλιτώνει ο λύκος."
10585;Τάνγκο;Ξέχασέ μας;Μαρινέλλα;"Ξέχνα μας, πες πως δεν ήταν κανείς φώτα, ρουμπίνια, ρούμπες, πιατίνια ήρωες, πες αφανείς. Ξέχνα μας τους πωλητές της χαράς όπου και να `σαι, αν μας θυμάσαι μόνο πληγές θα φοράς Ξέχνα μας όλα τα ταξίδια ήταν ψέματα ξέχνα μας χάρτινα φιλιά, κόκκινη μπογιά, για τα αίματα. Ξέχασέ μας, ξέχασέ μας και φεύγα και ας κλαίει η ψυχή γοερά Σκότωσέ μας, στα καλλίτερα έργα η αγάπη γεννάει συμφορά Ξέχνα μας, ποτέ δεν ήμασταν πες ξέχνα τα πάντα, φώτα γιρλάντα βράδια που κόβαν σιωπές. Ξέχνα τα, μη σε πλανεύει η χαρά κράτα ένα φλούδι, απ το τραγούδι να το σφυράς τρυφερά Ξέχνα μας, όλα τα παιχνίδια τα χάλασα ξέχνα μας, σκόρπα την καρδιά σ άλλη αμμουδιά, σ άλλη θάλασσα. Ξέχασέ μας, ξέχασέ μας και φεύγα και ας κλαίει η ψυχή γοερά Σκότωσέ μας, στα καλλίτερα έργα η αγάπη γεννάει συμφορά"
2381;Λάτιν;Λάμπω;Βίσση ’ννα;"Ζαλισμένη απ τον χορό μες στα σύννεφα πετώ φωτοστέφανο φορώ και σαν τον ήλιο λάμπω Αγκάλιασέ με Αγάπησέ με Ανέβασέ με πιο ψηλά πιο ψηλά πιο ψηλά πιο ψηλά Αγκάλιασέ με Αγάπησέ με Ανέβασέ με λίγο πιο ψηλά λίγο ψηλά Είμαι ζαλισμένη Είμαι ερωτευμένη Είμαι ευτυχισμένη Και Λάμπω απ την χαρά μου. Λάμπω όταν σε βλέπω. Λάμπω σαν το ήλιο. Λάμπω σαν διαμάντι. Λάμπω απ την χαρά μου. Λάμπω όταν σε βλέπω. Λάμπω σαν το ήλιο. Λάμπω σαν διαμάντι. Λάμπω, λάμπω. Ξενύχτισε με Ξελόγιασε με Ξετρέλανε με πιο πολύ πιο πολύ πιο πολύ πιο πολύ Ξενύχτισε με Ξελόγιασε με Ξετρέλανε με λίγο πιο πολύ λίγο πιο πολύ"
223;Παραδοσιακό;Δε μιλώ για μια νύχτα εγώ;Αρβανιτάκη Ελευθερία;"Λοιπόν εδώ είναι το κορμί λοιπόν εδώ είναι η βραδιά κάνε τη θάλασσα γραμμή να περπατήσει η καρδιά λοιπόν εδώ είναι η στιγμή λοιπόν εδώ είναι ό,τι αγαπάς κάνε τον ουρανό γυαλί μέχρι τ`αστέρια να με πας. Όχι δε μιλώ για μια νύχτα εγώ δε μιλώ για ένα βράδυ εγώ δε μιλώ για ένα χάδι εγώ για όλη τη ζωή μας εγώ μιλώ. Όχι δε μιλώ για μια νύχτα εγώ δε μιλώ για ένα βράδυ εγώ δε μιλώ για ένα χάδι εγώ για όλη τη ζωή μας σου μιλώ. Για μια ολόκληρη ζωή για μια ολόκληρη χαρά γι`αυτό γεννιέται το κορμί γι αυτό ανασταίνεται η καρδιά για μια δικιά μας αστραπή μέσα στον ξένο ουρανό γι αυτό το λίγο που διαρκεί για την αγάπη σου μιλώ."
34586;Παραδοσιακό Πελοποννήσου;Μπήκαν τα γίδια στο μαντρί;Καλλέργης Νίκος;"Μπήκαν μωρέ μπήκαν τα γίδια στο μαντρί Τα πρόβατα στη στρούγκα Χρυσούλα μ' κι αδερφούλα Κι η Χρύ- μωρέ κι η Χρύσω δεν αγνάντεψε, η Χρύσω μ' δεν εφάνη να ροβολάει στη στάνη (Ώρε ροβόλατα ροβόλατα τα γίδια και τα πρόβατα Ροβόλατα ροβόλατα τα γίδια τα λιανώματα.) Ρωτά- μωρέ, ρωτάτε τους τσοπάνηδες και τις τσοπανοπούλες βλάχους κι βλαχοπούλες Μην ει- μωρέ, μην είδατε τη Χρυσαυγή; Τη Χρύσω τη μικρούλα και τη σταυραδερφούλα; (Ώρε ροβόλατα ροβόλατα τα γίδια και τα πρόβατα Ροβόλατα ροβόλατα τα γίδια τα λιανώματα.) Νεψές μωρέ νεψές προψές την είδαμε σε μια ψηλή ραχούλα Χρυσούλα μ' κι αδερφούλα Και γλυ- μωρέ και γλυκοκουβεντιάζανε μαζί με τον Νταβέλη το Χρήστο το λεβέντη (Ώρε ροβόλατα ροβόλατα τα γίδια και τα πρόβατα Ροβόλατα ροβόλατα τα γίδια τα λιανώματα.)"
4195;Κλασική;Συνωμοσία;Στάμος Ανδρέας;"Τη ματιά σου χαμήλωσες μπροστά μου, μια συγγνώμη δεν αντέχεις να μου πεις, έκανες κομμάτια την καρδιά μου κι έρχεσαι κοντά μου δίχως να ντραπείς. Όλα ήταν μια συνωμοσία, ένας έρωτας χωρίς ουσία, ψεύτικα μ αγάπησες, ψεύτικα με λάτρεψες. Τα ψεύτικα φιλιά σου και τα χάδια μοιάζουν μ αόρατες παγίδες στο κορμί, μου χάλασες τα πιο ωραία βράδια, ήσουν το λάθος στη δική μου τη ζωή. Όλα ήταν μια συνωμοσία, ένας έρωτας χωρίς ουσία, ψεύτικα μ αγάπησες, ψεύτικα με λάτρεψες."
28994;Παραδοσιακό Πόντου;Πατρίδα μ' αραεύω σε;Καζαντζίδης Στέλιος;"Πέντε οσπίτια έχτισα κι ασόλα ξεσπίτουμαι Πρόσφυγας είμασο κουνί μ, Θε μ θα παλαλούμαι. Πατρίδα μ αραεύω σε αμόν καταραμένος Σα ξένα είμαι Έλληνας και σην Ελλάδαν ξένος Όσπιτα 'θεκα ανάμεσα σορμήν και ποταμάκρη Πεγάδια μαρμαρόχτιστα, νερόν αμόν το δάκρυ. Πατρίδα μ αραεύω σε αμόν καταραμένος Σα ξένα είμαι Έλληνας και σην Ελλάδαν ξένος Και τώρα αδακές διψώ νερό να πίνω κι έχω Εντρέπομαι να ψάλαβω τα χείλοπα μ να βρέχω Πατρίδα μ αραεύω σε αμόν καταραμένος Σα ξένα είμαι Έλληνας και σην Ελλάδαν ξένος Σα ξένα είμαι Έλληνας και σην Ελλάδαν ξένος Σα ξένα είμαι Έλληνας και σην Ελλάδαν ξένος"
4658;Τάνγκο;Για ένα τανγκό;Αλεξίου Χαρούλα;Τα λεφτά μου όλα δίνω για ένα tango κι ένα άγγιγμά σου κάτω από το τραπέζι Αδιάφορα τριγύρω μου να κοιτώ Στο γυμνό λαιμό μου το χέρι σου να παίζει Τα λεφτά μου όλα δίνω για μια βραδιά για ρομαντικές φιγούρες πάνω στην πίστα Να παραμερίζουν όλοι από τη φωτιά που θα στέλνει το κορμί μας στο πρίμα βίστα Τα λεφτά μου όλα δίνω για μια ζημιά που θα κάνει άνω κάτω την λογική σου θέλει τρέλα η ζωή μας και νοστιμιά άμα θες να βρεις τις πύλες του παραδείσου Μια γυναίκα ένας άντρας κι ένας θεός ένας έρωτας θεός να μας σημαδεύει Να σου δίνω τα φιλιά στων κεριών το φως και να παίρνω αυτά που ο νους ας απαγορεύει
10982;Παραδοσιακό Κύπρου;Ο βοσκός;Σικκής Χρήστος;Εγιώ βοσκός γεννήθηκα στης μάντρας το στιάδιν τζαι το κορμίν μου το φτωχόν τζει μέσα ννα ποθάνει. Γεια σας πεύτζοι τζαι πλατάνοι τζαι μερσήνια ζηλευτά. Σείς εν ξέρετε τον χάρο μα ούτε τ άσπρα γηρατεία. Όταν πεθάνω θάψτε με στου κοπαθκιού την βρύσην από σιει δίπλα αψηλόν τζ όμορφον τζυπαρίσσιν. Γεια σας πεύτζοι τζαι πλατάνοι τζαι μερσήνια ζηλευτά. Σείς εν ξέρετε τον χάρο μα ούτε τ άσπρα γηρατεία.
785;Ποπ;Ότι πιο όμορφο έχω δει;Stan;"Μου λένε πως εσύ είσαι καλά, στη ζωή έχεις προχωρήσει Έχεις άλλον πια, περνάς πολύ καλά Χαίρομαι γι' αυτό, θέλω να σου το πω Πάνε χρόνια, όμως, που εγώ έχω να σε δω Καμιά φορά περνάω από εκεί που σε είχα δει Την πρώτη τη φορά και τη μοναδική Σ' είχα ερωτευτεί, το ΄χω παραδεχτεί Είσαι στο μυαλό μου κάθε ώρα αλλά και στιγμή Ελπίζω εσύ κάποια στιγμή να θυμηθείς Μη τ' αρνηθείς Δε σ' έχω πια και η καρδιά μιλάει ’κουσε τη μια φορά Θέλω να 'σαι εσύ καλά κι ας μη σε νοιάζει Δε με πειράζει Θα σε έχω βαθιά για μία ζωή Στο λέω γιατί είσαι ότι πιο όμορφο έχω δει Θυμάμαι καλοκαίρια, αγκαλιές και φιλιά Αλλά και χειμώνες, ταξίδια, διακοπές Διάσπαρτες εικόνες, έρωτας δίχως χθες Θυμάμαι να μου λες ""θα 'μαστε για πάντα μη φοβάσαι"" Μα το ξέχασες Να γυρνάνε στο μυαλό μου και να είναι χαραγμένα Βρίσκομαι εκεί που πρωτοείδα εσένα Αχ και να σ' είχα εδώ έστω για ένα λεπτό Εύχομαι μα ξέρω είναι καλύτερα να μη σε δω Ελπίζω εσύ κάποια στιγμή να θυμηθείς Μη τ' αρνηθείς Δε σ' έχω πια και η καρδιά μιλάει ’κουσε τη μια φορά Θέλω να 'σαι εσύ καλά κι ας μη σε νοιάζει Δε με πειράζει Θα σε έχω βαθιά για μία ζωή Στο λέω γιατί είσαι ότι πιο όμορφο έχω δει Το ξέρεις είμαι εδώ για ΄σενα ότι κι αν συμβεί Μια μονάχα ευχή να 'ναι για σενα εκεί για μια ζωή Θέλω να 'σαι εσύ καλά κι ας μη σε νοιάζει Δε με πειράζει Θα σε έχω βαθιά για μία ζωή Στο λέω γιατί είσαι ότι πιο όμορφο έχω δει Θέλω να 'σαι εσύ καλά κι ας μη σε νοιάζει Δε με πειράζει Θα σε έχω βαθιά για μία ζωή Στο λέω γιατί είσαι ότι πιο όμορφο έχω δει."
16083;Παραδοσιακό Πελοποννήσου;Βρύση μαλαματένια;Γιαννοπούλου Αργυρώ;Ωρε βρύση μου μαλαματένια ωρε πας βαστάς κρύο νερό αχ πως βαστάς κρύο νερό Ωρε το βαστώ και δεν το πίνω ωρε για της αγάπης τον καημό αχ για της αγάπης τον καημό Ωρε νά `μουν βρύση νά `μουν στέρνα ωρε νά `μουν γάργαρο νερό αχ νά `μουν γάργαρο νερό Ωρε νά `ρχεσαι σαν περδικούλα ωρε με τη στάμνα για νερό αχ με τη στάμνα για νερό Ωρε να φιλήσω την ελιά σου ωρε κλαι τον άσπρο σου λαιμό αχ και τον άσπρο σου λαιμό
